"method","beta","stderr","va","ve","lambda","h2","conv","fn1","fn0","lrt","lod","p_value"
"REML",9.12283132571136,0.675219482310524,0.908050736463514,2.74121191843004,0.331258860491011,0.248831290684392,0,30.8296177607249,30.9035565663627,0.147877611275582,0.0320775729448118,0.700571896037699
