"method","beta","stderr","va","ve","lambda","h2","conv","fn1","fn0","lrt","lod","p_value"
"REML",100.997124631273,1.71914404179555,6.12864576170913,4.00189989853,1.53143404810309,0.60496699459765,0,20.9314898628872,21.6062823253128,1.34958492485124,0.292751610596799,0.245350693903764
"REML",1.02292365110028,1.65555829926324,6.12864576170913,4.00189989853,1.53143404810309,0.60496699459765,0,20.9314898628872,21.6062823253128,1.34958492485124,0.292751610596799,0.245350693903764
